Nifty 50,Nifty Next 50,Nifty 100,Nifty 200,Nifty Total Market,Nifty 500,Nifty500 Multicap 50:25:25,Nifty Midcap150,Nifty Midcap 50,Nifty Midcap Select,Nifty Midcap 100,Nifty Smallcap 250,Nifty Smallcap 50,Nifty Smallcap 100,Nifty Microcap 250,Nifty LargeMidcap 250,Nifty MidSmallcap 400,Nifty Auto,Nifty Bank,Nifty Financial Services,Nifty Financial Services 25/50,Nifty Financial Services Ex Bank,Nifty FMCG,Nifty Healthcare,Nifty IT,Nifty Media,Nifty Metal,Nifty Pharma,Nifty Private Bank,Nifty PSU Bank,Nifty Realty,Nifty Consumer Durables,Nifty Oil and Gas,Nifty MidSmall Financial Services,Nifty MidSmall Healthcare,Nifty MidSmall IT & Telecom,Nifty India Corporate Group Index - Aditya Birla Group,Nifty Commodities,Nifty Core Housing,Nifty CPSE,Nifty Energy,Nifty Housing,Nifty India Consumption,Nifty India Defence,Nifty India Digital,Nifty India Manufacturing,Nifty Infrastructure,Nifty India Corporate Group Index - Mahindra Group,Nifty Midcap Liquid 15,Nifty MidSmall India Consumption,Nifty MNC,Nifty Mobility,Nifty PSE,Nifty REITs & InvITs,Nifty Non-Cyclical Consumer,Nifty Services Sector,Nifty India Corporate Group Index - Tata Group,Nifty India Corporate Group Index - Tata Group 25% Cap,Nifty Transportation & Logistics,Nifty100 Liquid 15,Nifty500 Shariah,Nifty500 Multicap India Manufacturing 50:30:20,Nifty500 Multicap Infrastructure 50:30:20,Nifty SME Emerge,Nifty100 Equal Weight,Nifty100 Low Volatility 30,Nifty200 Momentum 30,Nifty200 Alpha 30,Nifty100 Alpha 30,Nifty Alpha 50,Nifty Alpha Low Volatility 30,Nifty Alpha Quality Low Volatility 30,Nifty Alpha Quality Value Low Volatility 30,Nifty Dividend Opportunities 50,Nifty Growth Sectors 15,Nifty High Beta 50,Nifty Low Volatility 50,Nifty100 Quality 30,Nifty Midcap150 Momentum 50,Nifty Midcap150 Quality 50,Nifty Smallcap250 Quality 50,Nifty MidSmallcap400 Momentum Quality 100,Nifty Smallcap250 Momentum Quality 100,Nifty Quality Low Volatility 30,Nifty50 Equal Weight,Nifty50 Value 20,Nifty500 Value 50,Nifty200 Quality 30
HDFCLIFE,HAVELLS,BPCL,AUROPHARMA,ADANIPORTS,ABFRL,ABFRL,BANKINDIA,GODREJPROP,PAGEIND,CGPOWER,ASAHIINDIA,FIVESTAR,CHAMBLFERT,BANCOINDIA,APOLLOHOSP,ALKYLAMINE,,,SBIN,SBIN,MCX,,ZYDUSLIFE,,,,ZYDUSLIFE,,,,,,MFSL,NATCOPHARM,ZENSARTECH,,PIDILITIND,LICHSGFIN,,,HDFC,MARICO,,POLICYBZR,CROMPTON,LT,,,RAJESHEXPO,MPHASIS,MARUTI,SAIL,,NESTLEIND,MAXHEALTH,TRENT,,INDIGO,,CHAMBLFERT,CHAMBLFERT,CONCOR,ARHAM,BPCL,NESTLEIND,OBEROIRLTY,PERSISTENT,PFC,HAL,NTPC,MARUTI,NMDC,IDFC,,HINDALCO,ICICIBANK,IRCTC,KPRMILL,HDFCAMC,GNFC,CONCOR,CHAMBLFERT,INFY,HDFCLIFE,WIPRO,IDFC,INFY
HEROMOTOCO,HAL,BHARTIARTL,DMART,ADANIPOWER,AEGISCHEM,AEGISCHEM,MAHABANK,GUJGASLTD,PERSISTENT,COFORGE,ASTERDM,GLENMARK,CUB,BARBEQUE,APOLLOTYRE,ALLCARGO,,,,,MUTHOOTFIN,,,,,,,,,,,,MCX,NH,,,RELIANCE,LODHA,,,ICICIBANK,MARUTI,,PERSISTENT,CUMMINSIND,MRF,,,RELAXO,NESTLEIND,PETRONET,,,PAGEIND,NTPC,VOLTAS,,MRF,,CIPLA,CIPLA,CUMMINSIND,ARIHANTACA,BHARTIARTL,PIDILITIND,POLYCAB,PFC,PNB,HINDCOPPER,NESTLEIND,NESTLEIND,NESTLEIND,ITC,,HINDCOPPER,ICICIGI,INFY,KPITTECH,HINDZINC,GPPL,COROMANDEL,CIEINDIA,KOTAKBANK,HEROMOTOCO,,IIFL,LTTS
HINDALCO,ICICIGI,BOSCHLTD,AXISBANK,ATGL,AETHER,AETHER,BATAINDIA,HDFCAMC,POLYCAB,CONCOR,ASTRAZEN,GESHIP,COCHINSHIP,BEPL,ASHOKLEY,ALOKINDS,,,,,PAYTM,,,,,,,,,,,,MUTHOOTFIN,PFIZER,,,SRF,OBEROIRLTY,,,IDFCFIRSTB,MAXHEALTH,,SONATSOFTW,DEEPAKNTR,NTPC,,,TVSMOTOR,OFSS,RELIANCE,,,TATACOMM,POWERGRID,,,M&M,,COROMANDEL,COROMANDEL,DALBHARAT,ARISTO,BOSCHLTD,POWERGRID,PFC,PNB,RECLTD,INDIANB,ONGC,OFSS,ONGC,INDIANB,,IDFCFIRSTB,ITC,LTIM,LTF,HONAUT,GSFC,CSBBANK,COCHINSHIP,MARICO,HINDALCO,,IBULHSGFIN,LTIM
HINDUNILVR,ICICIPRULI,BRITANNIA,BSE,AWL,AFFLE,AFFLE,BAYERCROP,HINDPETRO,UPL,CUMMINSIND,AVANTIFEED,GSPL,CAMS,BLUEJET,ASIANPAINT,ARE&M,,,,,POLICYBZR,,,,,,,,,,,,PAYTM,POLYMED,,,SHREECEM,PHOENIXLTD,,,IBULHSGFIN,NESTLEIND,,TANLA,DIVISLAB,ONGC,,,TORNTPOWER,PGHH,MOTHERSON,,,TATACONSUM,SBILIFE,,,MARUTI,,CROMPTON,CROMPTON,ELGIEQUIP,ACSAL,BRITANNIA,RELIANCE,PNB,RECLTD,SHRIRAMFIN,INDHOTEL,SIEMENS,PAGEIND,OFSS,IOC,,IDFC,INFY,MARICO,LINDEINDIA,ISEC,GSPL,CUMMINSIND,CREDITACC,MARUTI,HINDUNILVR,,INDIANB,MARICO
ICICIBANK,IOC,CANBK,BAJAJ-AUTO,ABCAPITAL,AJANTPHARM,AJANTPHARM,BDL,IDFCFIRSTB,IDEA,DALBHARAT,BEML,HFCL,CREDITACC,BOMDYEING,ASTRAL,AMBER,,,,,PEL,,,,,,,,,,,,POLICYBZR,PGHL,,,SAIL,POLYCAB,,,IGL,TATACONSUM,,TATACOMM,DIXON,PETRONET,,,TRENT,SKFINDIA,SCHAEFFLER,,,TITAN,SHRIRAMFIN,,,MINDAIND,,CUMMINSIND,CUMMINSIND,EXIDEIND,AURDIS,CANBK,SBILIFE,RECLTD,SHRIRAMFIN,TVSMOTOR,IRFC,SUNPHARMA,PIDILITIND,PETRONET,IRFC,,IBULHSGFIN,JSWSTEEL,MARUTI,LUPIN,IGL,INDIAMART,CYIENT,CSBBANK,NESTLEIND,ICICIBANK,,IOC,NESTLEIND
ITC,IRCTC,CHOLAFIN,BAJFINANCE,ABFRL,APLLTD,APLLTD,BHARATFORG,INDHOTEL,VOLTAS,DEEPAKNTR,BLS,HAPPSTMNDS,CROMPTON,CARERATING,ATUL,ANANDRATHI,,,,,PFC,,,,,,,,,,,,PEL,SANOFI,,,TATACHEM,PRESTIGE,,,INDUSINDBK,TATAPOWER,,TCS,DRREDDY,POWERGRID,,,UBL,SCHAEFFLER,SONACOMS,,,TRENT,SBIN,,,SKFINDIA,,DEEPAKNTR,DEEPAKNTR,GMMPFAUDLR,AUROIMPEX,CHOLAFIN,SUNPHARMA,SUNTV,TVSMOTOR,TATAMOTORS,JSL,TVSMOTOR,POLYCAB,PFC,IGL,,IRFC,KOTAKBANK,MUTHOOTFIN,MRF,KPRMILL,IEX,DEEPAKNTR,CYIENT,OFSS,ITC,,IRFC,PAGEIND
INDUSINDBK,IRFC,CIPLA,BAJAJFINSV,ADVENZYMES,ALKEM,ALKEM,BHEL,INDUSTOWER,,DELHIVERY,BALAMINES,IDFC,CYIENT,CMSINFO,AUROPHARMA,ANGELONE,,,,,RECLTD,,,,,,,,,,,,POONAWALLA,SEQUENT,,,TATAPOWER,SHREECEM,,,JKCEMENT,TITAN,,TATAELXSI,EICHERMOT,RELIANCE,,,VBL,SIEMENS,SUNDRMFAST,,,MCDOWELL-N,TCS,,,SCHAEFFLER,,DIVISLAB,DIVISLAB,GMRINFRA,BEWLTD,CIPLA,TCS,TVSMOTOR,TATAMOTORS,TORNTPHARM,KEI,TATACONSUM,PFC,RECLTD,INFY,,INDUSINDBK,LT,NESTLEIND,LODHA,KAJARIACER,JBCHEPHARM,DIXON,DELTACORP,PAGEIND,INDUSINDBK,,KARURVYSYA,PERSISTENT
INFY,NAUKRI,COALINDIA,BAJAJHLDNG,AEGISCHEM,ALKYLAMINE,ALKYLAMINE,BIOCON,JUBLFOOD,,DIXON,BALRAMCHIN,IIFL,DATAPATTNS,CAMLINFINE,DMART,ANURAS,,,,,SBICARD,,,,,,,,,,,,RBLBANK,SOLARA,,,TATASTEEL,RAMCOCEM,,,JINDALSTEL,TRENT,,TECHM,ESCORTS,SHREECEM,,,IDEA,TIMKEN,TVSMOTOR,,,VBL,TATAPOWER,,,SUNDRMFAST,,DIXON,DIXON,MEDANTA,BABAFP,COALINDIA,TITAN,TATAMOTORS,TORNTPHARM,TRENT,KPITTECH,TITAN,TCS,TCS,LICHSGFIN,,NAUKRI,LUPIN,PIDILITIND,MAXHEALTH,KANSAINER,JKPAPER,ECLERX,ECLERX,PETRONET,INFY,,LICHSGFIN,PIDILITIND
JSWSTEEL,INDIGO,COLPAL,BALKRISIND,AETHER,ALLCARGO,ALLCARGO,CGPOWER,LTF,,LALPATHLAB,BIKAJI,INDIAMART,EQUITASBNK,CARTRADE,AXISBANK,APARINDS,,,,,SBILIFE,,,,,,,,,,,,SUNDARMFIN,STAR,,,UPL,ULTRACEMCO,,,JSWSTEEL,MCDOWELL-N,,IDEA,EXIDEIND,SIEMENS,,,VOLTAS,UBL,TATAMTRDVR,,,VOLTAS,TECHM,,,TVSMOTOR,,DRREDDY,DRREDDY,GODREJPROP,BAHETI,COLPAL,TORNTPHARM,RAMCOCEM,TRENT,VBL,KALYANKJIL,TORNTPHARM,TITAN,TECHM,M&MFIN,,JSWENERGY,MRF,TCS,MAZDOCK,LTTS,JAMNAAUTO,EIHOTEL,ENGINERSIN,PIDILITIND,JSWSTEEL,,MANAPPURAM,SUNTV
KOTAKBANK,JINDALSTEL,DLF,BANDHANBNK,AFFLE,ALOKINDS,ALOKINDS,CRISIL,LTTS,,ESCORTS,BIRLACORPN,IEX,EXIDEIND,CHOICEIN,BSE,APOLLOTYRE,,,,,SHRIRAMFIN,,,,,,,,,,,,UNIONBANK,SUVENPHAR,,,ULTRACEMCO,VOLTAS,,,KAJARIACER,VBL,,WIPRO,GRINDWELL,TATAPOWER,,,ZEEL,MCDOWELL-N,TATAMOTORS,,,ZEEL,WIPRO,,,TATAMTRDVR,,EICHERMOT,EICHERMOT,GRASIM,BASILIC,DLF,ULTRACEMCO,TRENT,IDEA,ZOMATO,LTF,ULTRACEMCO,TORNTPHARM,WIPRO,MANAPPURAM,,JSWSTEEL,MARICO,TECHM,METROBRAND,MPHASIS,KEI,EMAMILTD,ERIS,TCS,KOTAKBANK,,NCC,TCS
LTIM,JIOFIN,DABUR,BANKBARODA,AHLUCONT,ARE&M,ARE&M,CARBORUNIV,LUPIN,,NYKAA,BSOFT,KARURVYSYA,FINCABLES,CIGNITITEC,BAJAJ-AUTO,APTUS,,,,,SUNDARMFIN,,,,,,,,,,,,YESBANK,SYNGENE,,,VEDL,WHIRLPOOL,,,KANSAINER,ZOMATO,,ZOMATO,HAVELLS,ULTRACEMCO,,,ZYDUSLIFE,VEDL,TIINDIA,,,ZOMATO,ZOMATO,,,TATAMOTORS,,ELGIEQUIP,ELGIEQUIP,GESHIP,BETA,DABUR,WIPRO,ZYDUSLIFE,ZYDUSLIFE,ZYDUSLIFE,LUPIN,ZYDUSLIFE,ZYDUSLIFE,ZYDUSLIFE,MPHASIS,,JINDALSTEL,MARUTI,WIPRO,NHPC,NMDC,KRBL,ENGINERSIN,FDC,WIPRO,LTIM,,NHPC,TECHM
LT,LICI,DIVISLAB,BANKINDIA,AJANTPHARM,AMBER,AMBER,COFORGE,MRF,,FEDERALBNK,BLUEDART,MGL,FSL,CONFIPET,BAJFINANCE,ACI,,,,,,,,,,,,,,,,,,,,,,,,,KOTAKBANK,,,,HEROMOTOCO,,,,,,ZOMATO,,,,,,,TIINDIA,,EXIDEIND,EXIDEIND,GUJGASLTD,BMETRICS,DIVISLAB,,,,,LODHA,,,,NHPC,,LTF,NTPC,,NMDC,NAVINFLUOR,KSB,ESCORTS,FINCABLES,,LT,,NMDC,
M&M,MARICO,DRREDDY,MAHABANK,APLLTD,AMBUJACEM,AMBUJACEM,CONCOR,M&MFIN,,FACT,BLUESTARCO,MANAPPURAM,FIVESTAR,CYIENTDLM,BAJAJFINSV,ASAHIINDIA,,,,,,,,,,,,,,,,,,,,,,,,,LT,,,,HINDALCO,,,,,,,,,,,,,,,FINCABLES,FINCABLES,GSPL,BRIGHT,DRREDDY,,,,,MCX,,,,NMDC,,LICHSGFIN,NESTLEIND,,OBEROIRLTY,OFSS,LUXIND,FINCABLES,FINPIPE,,M&M,,NTPC,
MARUTI,PIDILITIND,EICHERMOT,BERGEPAINT,ALKEM,ANANDRATHI,ANANDRATHI,COROMANDEL,MFSL,,FORTIS,BBTC,MCX,GLENMARK,DBCORP,BAJAJHLDNG,ASHOKLEY,,,,,,,,,,,,,,,,,,,,,,,,,LICHSGFIN,,,,HAL,,,,,,,,,,,,,,,FINPIPE,FINPIPE,HFCL,CPS,EICHERMOT,,,,,NCC,,,,NTPC,,M&MFIN,ONGC,,POLICYBZR,PAGEIND,MGL,FLUOROCHEM,FSL,,MARUTI,,NATIONALUM,
NTPC,PFC,GAIL,BDL,ALKYLAMINE,ANGELONE,ANGELONE,CUMMINSIND,MAXHEALTH,,GMRINFRA,BORORENEW,NATCOPHARM,MEDANTA,DCBBANK,BALKRISIND,ASTERDM,,,,,,,,,,,,,,,,,,,,,,,,,MGL,,,,HINDZINC,,,,,,,,,,,,,,,GLENMARK,GLENMARK,HINDPETRO,CMMIPL,GAIL,,,,,NHPC,,,,NATIONALUM,,MANAPPURAM,PAGEIND,,PERSISTENT,PERSISTENT,MASTEK,GAEL,GAEL,,NTPC,,ONGC,
NESTLEIND,PNB,GODREJCP,BEL,ALLCARGO,ANURAS,ANURAS,DALBHARAT,MPHASIS,,GLAND,BRIGADE,NCC,GRAPHITE,DCXINDIA,BANDHANBNK,ASTRAZEN,,,,,,,,,,,,,,,,,,,,,,,,,NTPC,,,,HONAUT,,,,,,,,,,,,,,,GRANULES,GRANULES,INDIACEM,CADSYS,GODREJCP,,,,,OFSS,,,,ONGC,,NATIONALUM,PETRONET,,PHOENIXLTD,PETRONET,METROPOLIS,GESHIP,GLENMARK,,NESTLEIND,,OIL,
ONGC,RECLTD,GRASIM,BHARATFORG,ALOKINDS,APARINDS,APARINDS,DEEPAKNTR,NMDC,,GODREJPROP,MAPMYINDIA,NH,GESHIP,DALMIASUG,BANKBARODA,ASTRAL,,,,,,,,,,,,,,,,,,,,,,,,,OBEROIRLTY,,,,IOC,,,,,,,,,,,,,,,GNFC,GNFC,INDHOTEL,CANARYS,GRASIM,,,,,POLICYBZR,,,,OIL,,PEL,PIDILITIND,,POLYCAB,PFIZER,MOTILALOFS,GLENMARK,GNFC,,ONGC,,PETRONET,
POWERGRID,SBICARD,HCLTECH,BHEL,ARE&M,APOLLOHOSP,APOLLOHOSP,DELHIVERY,OBEROIRLTY,,GUJGASLTD,CCL,NATIONALUM,GMDCLTD,DATAMATICS,BANKINDIA,ATUL,,,,,,,,,,,,,,,,,,,,,,,,,PETRONET,,,,JSWSTEEL,,,,,,,,,,,,,,,HEROMOTOCO,HEROMOTOCO,IOC,CELLPOINT,HCLTECH,,,,,POONAWALLA,,,,OFSS,,PFC,POWERGRID,,PFC,POLYCAB,NATIONALUM,GNFC,GODFRYPHLP,,POWERGRID,,PEL,
RELIANCE,SRF,HDFCBANK,BPCL,AMBER,APOLLOTYRE,APOLLOTYRE,DEVYANI,OFSS,,HDFCAMC,CESC,NAVINFLUOR,GNFC,DELTACORP,MAHABANK,AUROPHARMA,,,,,,,,,,,,,,,,,,,,,,,,,PNB,,,,JINDALSTEL,,,,,,,,,,,,,,,HINDALCO,HINDALCO,IGL,CELLECOR,HDFCBANK,,,,,PFC,,,,PETRONET,,PNB,RELIANCE,,PRESTIGE,PFC,NAM-INDIA,GODFRYPHLP,GPIL,,RELIANCE,,PFC,
SBILIFE,MOTHERSON,HDFCLIFE,BHARTIARTL,AMBUJACEM,APTUS,APTUS,DIXON,PIIND,,HINDPETRO,CIEINDIA,NAM-INDIA,GSPL,DEN,BATAINDIA,AVANTIFEED,,,,,,,,,,,,,,,,,,,,,,,,,RBLBANK,,,,KPRMILL,,,,,,,,,,,,,,,HINDCOPPER,HINDCOPPER,INDUSTOWER,CMNL,HDFCLIFE,,,,,PRESTIGE,,,,PEL,,RBLBANK,SBICARD,,RECLTD,RELAXO,PCBL,GPIL,GPPL,,SBILIFE,,POWERGRID,
SHRIRAMFIN,SHREECEM,HAVELLS,BIOCON,AMIORG,ACI,ACI,LALPATHLAB,PAGEIND,,IDBI,CSBBANK,PNBHOUSING,HFCL,DHANI,BAYERCROP,BEML,,,,,,,,,,,,,,,,,,,,,,,,,SHREECEM,,,,KEI,,,,,,,,,,,,,,,HINDPETRO,HINDPETRO,JKCEMENT,CHAVDA,HAVELLS,,,,,PNB,,,,PFC,,RECLTD,SBILIFE,,SOLARINDS,SKFINDIA,PRAJIND,GPPL,GRAPHITE,,SHRIRAMFIN,,PNB,
SBIN,SIEMENS,HEROMOTOCO,BOSCHLTD,ANANDRATHI,ASAHIINDIA,ASAHIINDIA,EMAMILTD,PERSISTENT,,IDFCFIRSTB,CAMPUS,PVRINOX,HAPPSTMNDS,DHANUKA,BERGEPAINT,BLS,,,,,,,,,,,,,,,,,,,,,,,,,SBIN,,,,KAJARIACER,,,,,,,,,,,,,,,IPCALAB,IPCALAB,JKLAKSHMI,COMMITTED,HEROMOTOCO,,,,,RECLTD,,,,POWERGRID,,SBIN,SRF,,SUNTV,SCHAEFFLER,RITES,GSFC,GSFC,,SBIN,,RBLBANK,
SUNPHARMA,TVSMOTOR,HINDALCO,BRITANNIA,ANANTRAJ,ASHOKLEY,ASHOKLEY,ENDURANCE,PETRONET,,INDIANB,CANFINHOME,PPLPHARMA,HSCL,DBL,BDL,BSE,,,,,,,,,,,,,,,,,,,,,,,,,SAIL,,,,LINDEINDIA,,,,,,,,,,,,,,,JBCHEPHARM,JBCHEPHARM,JUBLFOOD,CONTI,HINDALCO,,,,,RVNL,,,,RECLTD,,SAIL,SHREECEM,,SUNDARMFIN,SOLARINDS,RATNAMANI,GUJGASLTD,HFCL,,SUNPHARMA,,RECLTD,
TCS,TATAPOWER,HAL,CGPOWER,ANGELONE,ASIANPAINT,ASIANPAINT,ESCORTS,POLYCAB,,INDHOTEL,CAPLIPOINT,RBLBANK,HINDCOPPER,DISHTV,BEL,BALAMINES,,,,,,,,,,,,,,,,,,,,,,,,,TATAPOWER,,,,LUPIN,,,,,,,,,,,,,,,JSWSTEEL,JSWSTEEL,KPIL,COOLCAPS,HAL,,,,,SUPREMEIND,,,,SHRIRAMFIN,,SUZLON,SIEMENS,,SUNDRMFAST,SUMICHEM,REDINGTON,HDFCAMC,HINDCOPPER,,TCS,,RAJESHEXPO,
TATACONSUM,TORNTPHARM,HINDUNILVR,CANBK,ANURAS,ASTERDM,ASTERDM,NYKAA,SAIL,,IGL,CGCL,RADICO,HONASA,DCAL,BHARATFORG,BALKRISIND,,,,,,,,,,,,,,,,,,,,,,,,,TATASTEEL,,,,MRF,,,,,,,,,,,,,,,KAYNES,KAYNES,KAYNES,CRAYONS,HINDUNILVR,,,,,SUZLON,,,,SBIN,,TATAMOTORS,SUNPHARMA,,SUPREMEIND,SUNTV,SANOFI,HINDCOPPER,IDFC,,TATACONSUM,,REDINGTON,
TATAMOTORS,TRENT,ICICIBANK,CHOLAFIN,APARINDS,ASTRAZEN,ASTRAZEN,FEDERALBNK,SUZLON,,INDUSTOWER,CASTROLIND,RKFORGE,HUDCO,DODLA,BHEL,BALRAMCHIN,,,,,,,,,,,,,,,,,,,,,,,,,RAMCOCEM,,,,M&M,,,,,,,,,,,,,,,KEC,KEC,KEC,CLSL,ICICIBANK,,,,,TVSMOTOR,,,,SAIL,,TATAPOWER,TCS,,NIACL,SUPREMEIND,SAREGAMA,HUDCO,IEX,,TATAMOTORS,,SBIN,
TATASTEEL,MCDOWELL-N,ICICIGI,CIPLA,APOLLOHOSP,ASTRAL,ASTRAL,FACT,TATACOMM,,IPCALAB,CEATLTD,RAYMOND,IDFC,DREAMFOLKS,BPCL,BANDHANBNK,,,,,,,,,,,,,,,,,,,,,,,,,TORNTPOWER,,,,MARUTI,,,,,,,,,,,,,,,LAURUSLABS,LAURUSLABS,KIMS,CMRSL,ICICIGI,,,,,TRENT,,,,TCS,,TATASTEEL,TATACONSUM,,RAMCOCEM,TATAELXSI,SONATSOFTW,IEX,IIFL,,TATASTEEL,,SAIL,
TECHM,VBL,ICICIPRULI,COALINDIA,APOLLOTYRE,ATUL,ATUL,FORTIS,TIINDIA,,JSWENERGY,CELLO,SONATSOFTW,IIFL,ESAFSFB,BHARTIARTL,BANKINDIA,,,,,,,,,,,,,,,,,,,,,,,,,ULTRACEMCO,,,,MAZDOCK,,,,,,,,,,,,,,,LUPIN,LUPIN,LT,DKEGL,ICICIPRULI,,,,,UNIONBANK,,,,TATASTEEL,,UNIONBANK,TECHM,,TORNTPOWER,TIINDIA,TRIVENI,IGL,INDIAMART,,TECHM,,TATASTEEL,
TITAN,VEDL,ITC,COFORGE,APTUS,AUROPHARMA,AUROPHARMA,GMRINFRA,UPL,,JSWINFRA,CENTRALBK,TANLA,IRB,EDELWEISS,BIOCON,MAHABANK,,,,,,,,,,,,,,,,,,,,,,,,,VOLTAS,,,,NAVINFLUOR,,,,,,,,,,,,,,,MRF,MRF,LEMONTREE,DUGLOBAL,ITC,,,,,VBL,,,,TECHM,,VEDL,TITAN,,UNOMINDA,VINATIORGA,TRITURBINE,INDIANB,INTELLECT,,TITAN,,UPL,
ULTRACEMCO,ZOMATO,IOC,COLPAL,ACI,AVANTIFEED,AVANTIFEED,GICRE,IDEA,,JUBLFOOD,CDSL,TEJASNET,IRCON,EMIL,BOSCHLTD,BATAINDIA,,,,,,,,,,,,,,,,,,,,,,,,,WHIRLPOOL,,,,PIIND,,,,,,,,,,,,,,,M&M,M&M,MRF,DENEERS,IOC,,,,,ZOMATO,,,,UNIONBANK,,IDEA,ULTRACEMCO,,UNIONBANK,VOLTAS,ZENSARTECH,IRCON,IOB,,ULTRACEMCO,,UNIONBANK,
WIPRO,ZYDUSLIFE,IRCTC,CONCOR,ARVINDFASN,DMART,DMART,GLAND,YESBANK,,KPITTECH,CENTURYPLY,ZENSARTECH,ITI,ELECTCAST,BRITANNIA,BAYERCROP,,,,,,,,,,,,,,,,,,,,,,,,,YESBANK,,,,PAGEIND,,,,,,,,,,,,,,,MARUTI,MARUTI,MGL,DESTINY,IRCTC,,,,,ZYDUSLIFE,,,,VEDL,,ZEEL,WIPRO,,ZFCVINDIA,WHIRLPOOL,ECLERX,ISEC,IRCON,,WIPRO,,VEDL,
,IRFC,IRFC,CUMMINSIND,ARVIND,AXISBANK,AXISBANK,GLAXO,,,KALYANKJIL,CENTURYTEX,,INDIAMART,EPIGRAL,CGPOWER,BDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIDILITIND,,,,,,,,,,,,,,,NATCOPHARM,NATCOPHARM,MAXHEALTH,DRL,IRFC,,,,,,,,,,,,,,,,,JYOTHYLAB,JBMA,,,,,
,INDUSINDBK,INDUSINDBK,DLF,ASAHIINDIA,BEML,BEML,GODREJIND,,,LTF,CERA,,IEX,ETHOSLTD,CRISIL,BHARATFORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POLYCAB,,,,,,,,,,,,,,,NATIONALUM,NATIONALUM,NCC,DIGIKORE,INDUSINDBK,,,,,,,,,,,,,,,,,KAJARIACER,JINDALSAW,,,,,
,NAUKRI,NAUKRI,DABUR,ASHOKLEY,BLS,BLS,GODREJPROP,,,LTTS,CHALET,,IOB,EVEREADY,CANBK,BHEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RELIANCE,,,,,,,,,,,,,,,NAVINFLUOR,NAVINFLUOR,NTPC,DOLLEX,NAUKRI,,,,,,,,,,,,,,,,,KARURVYSYA,JKLAKSHMI,,,,,
,INFY,INFY,DALBHARAT,ASHOKA,BSE,BSE,GRINDWELL,,,LICHSGFIN,CHAMBLFERT,,INTELLECT,FEDFINA,CARBORUNIV,BIKAJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SKFINDIA,,,,,,,,,,,,,,,PIIND,PIIND,NH,DRONE,INFY,,,,,,,,,,,,,,,,,KEI,JKPAPER,,,,,
,INDIGO,INDIGO,DEEPAKNTR,ASIANPAINT,BAJAJ-AUTO,BAJAJ-AUTO,FLUOROCHEM,,,LAURUSLABS,CHEMPLASTS,,JBCHEPHARM,FIEMIND,CHOLAFIN,BIOCON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRF,,,,,,,,,,,,,,,PAGEIND,PAGEIND,OBEROIRLTY,DUCOL,INDIGO,,,,,,,,,,,,,,,,,KPITTECH,JYOTHYLAB,,,,,
,JSWSTEEL,JSWSTEEL,DELHIVERY,ASTERDM,BAJFINANCE,BAJFINANCE,GUJGASLTD,,,LUPIN,CHENNPETRO,,JBMA,FCL,CIPLA,BIRLACORPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOTHERSON,,,,,,,,,,,,,,,PPLPHARMA,PPLPHARMA,ONGC,DYNAMIC,JSWSTEEL,,,,,,,,,,,,,,,,,KPRMILL,KARURVYSYA,,,,,
,JINDALSTEL,JINDALSTEL,DIVISLAB,ASTRAMICRO,BAJAJFINSV,BAJAJFINSV,HDFCAMC,,,MRF,CHOLAHLDNG,,J&KBANK,FLAIR,COALINDIA,BSOFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCHAEFFLER,,,,,,,,,,,,,,,POLYMED,POLYMED,PNCINFRA,EFACTOR,JINDALSTEL,,,,,,,,,,,,,,,,,KSB,KEI,,,,,
,JIOFIN,JIOFIN,DIXON,ASTRAZEN,BAJAJHLDNG,BAJAJHLDNG,HINDPETRO,,,LODHA,CUB,,JYOTHYLAB,FUSION,COFORGE,BLUEDART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIEMENS,,,,,,,,,,,,,,,POLYCAB,POLYCAB,PETRONET,EFORCE,JIOFIN,,,,,,,,,,,,,,,,,LALPATHLAB,KRBL,,,,,
,KOTAKBANK,KOTAKBANK,LALPATHLAB,ASTRAL,BALAMINES,BALAMINES,HINDZINC,,,M&MFIN,CLEAN,,KARURVYSYA,GRINFRA,COLPAL,BLUESTARCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOLARINDS,,,,,,,,,,,,,,,PRAJIND,PRAJIND,POWERGRID,EMKAYTOOLS,KOTAKBANK,,,,,,,,,,,,,,,,,LINDEINDIA,KSB,,,,,
,LTIM,LTIM,DRREDDY,ATUL,BALKRISIND,BALKRISIND,HONAUT,,,MANKIND,COCHINSHIP,,KEC,GHCL,CONCOR,BBTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SONACOMS,,,,,,,,,,,,,,,RKFORGE,RKFORGE,PRAJIND,ESFL,LTIM,,,,,,,,,,,,,,,,,LTTS,LUXIND,,,,,
